"Subject","Subject code","Catalog Number","Long Course Title","Description","Units - Units - Units","Units - Repeat for Credit","Course Attributes","Instructional Components"
"MDSC - Medical Science","MDSC","402","Organismal Biology","Organismal structure from the cellular to the organism level focusing on vertebrates with a particular emphasis on humans. Topics covered include cell biology, histology, vertebrate development and anatomy. This course is inquiry-based and will consist of lectures, small group sessions and interactive laboratory sessions.

Prerequisite(s): Biology 241, 243, Medical Science 351 and admission to the BHSc Honours program.

Antirequisite(s): Credit for Medical Science 402 and 417 will not be allowed. 

Notes: Course cannot be taken concurrently with Medical Science 508.","6","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-3), RCS Focused, WIL Other, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-3 ((3-3)), RCS - FCS (Focused), WIL - OTH (Other)","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","403","Computation for Bioinformatics","A focus on current computational and statistical methods in bioinformatics. Topics will shift as computational and statistical methods in bioinformatics shift. The underlying philosophy of how to use computational and statistical techniques to solve biological questions will be elaborated using hands-on examples and inquiry-based projects. The course will build basic skills for both upstream computational processing and downstream statistical characterization.

Prerequisite(s): Medical Science 301 or 401: and Statistics 321.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"MDSC - Medical Science","MDSC","404","Integrative Human Physiology","Physiology is defined as the study of how living organisms function and encompasses the integration of processes from molecules to the whole-organism. Provides fundamental principles and concepts about the physiology of the major human organ systems.

Prerequisite(s): Admission to the BHSc Honours program.

Antirequisite(s): Credit for Medical Science 404 and any of Kinesiology 259, 260, 323, Zoology 461, 463 or Biology 305 will not be allowed.","6","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-3T), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-3T ((3-3T))","Lecture, Tutorial"
"MDSC - Medical Science","MDSC","407","Statistics and Research Design in Health Sciences","An introduction to the study of research design and statistical analysis including a broad overview of the variety of methods for research in health sciences. Students will be introduced to a variety of research tools through lecture and tutorial components.

Prerequisite(s): Admission to the BHSc Honours program.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-2), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-2 ((3-2)), RCS - FCS (Focused)","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","408","Research Design in Molecular Biology and Bioinformatics","An introduction to the research methods utilized in the Health Sciences. Students will begin to develop the knowledge and skills necessary to conduct research in their respective fields. The importance of research design, qualitative, quantitative and mixed methods and the theoretical constructs that inform these approaches will be emphasized.

Prerequisite(s): Medical Science 308, with a minimum grade of ""B-"", and Medical Science 341 and admission to the BHSc Honours program.","6","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (6-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 6-0 ((6-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","409","Brain and Society","Topics will include neuronal mechanisms of addiction, neuronal mechanisms of learning and memory, aging in the human brain and behavioural consequences and mind/brain dichotomy.

Prerequisite(s): Admission to the BHSc Honours program.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","415","Introduction to Epidemiology","An introduction to the basic concepts of epidemiology needed to understand and critically analyze research pertaining to health and disease in populations. Methods used in descriptive and analytic epidemiological studies, including the design, analysis and interpretation of results for observational studies and clinical trials will be discussed. Case studies and contemporary events will be used to illustrate epidemiology in action and to highlight the social aspects of applying epidemiology in public health.

Prerequisite(s): Medical Science 308.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"-","MDSC","425","Global Health Field Course","Provides students experiential learning about Global Health through a combination of classroom and field work in a Low and Middle Income Country (LMIC) country setting.

Prerequisite(s): Consent of the instructor.

Note: A supplementary fee will be assessed to cover additional costs associated with this course. Students will require consent of the department to drop this course. 

MAY BE REPEATED FOR CREDIT
","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"MDSC - Medical Science","MDSC","501","(BIOL501)Principles and Mechanisms of Pharmacology","Basic principles of pharmacology with a focus on pharmacodynamics, pharmacokinetics, pharmacogenomics, and mechanisms of action and signal transduction pathways for major drug classes. Clinical applications of these pharmacological principles will be explored and may include consideration of sex, genetics, age, adverse drug reactions and disease states. 

Prerequisite(s): Admission to the BHSc Honours program; and Biochemistry 341 or 393; and Zoology 463 or Medical Science 404.

Also known as: (Biology 501)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","503","(BIOL503)Pharmacology of Organ Systems","Through analysis and discussion of research literature, this course explores topics in pharmacology including the nervous, cardiovascular, renal, respiratory and immune systems, as well as anti-cancer therapies.

Prerequisite(s): Medical Science 501 (Biology 501).

Also known as: (Biology 503)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","507","Special Problems in Health Science","Exploration of a health science topic of interest. To include original and independent thought, practical research and the completion of written and oral reports.

Prerequisite(s): Consent of the BHSc Honours program.

Notes: After consultation with a faculty member who will supervise the chosen problem, an approval form obtained from the BHSc Office must be signed by the Associate Dean (UHSE) before a student can be registered.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (0-6), RCS Focused, WIL Other, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 0-6 ((0-6)), RCS - FCS (Focused), WIL - OTH (Other)","Laboratory"
"MDSC - Medical Science","MDSC","508","Honours Thesis and Research Communication","Capstone research course in the BHSc to be conducted through any one of the basic research departments. Students would be expected to conduct research. Course also involves weekly small group sessions aimed at building research communication skills. Course culminates with submission of a written thesis that is presented and defended in front of a panel of faculty members in an oral examination.

Prerequisite(s): Admission to the BHSc Honours program; and Health and Society 408 with a minimum grade of B- or Medical Science 408 with a minimum grade of B-; and a minimum cumulative 3.30 GPA.

Notes: Course cannot be taken concurrently with Medical Science 402, 417 or 419.","12","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (0-6), RCS Focused, WIL Other, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 0-6 ((0-6)), RCS - FCS (Focused), WIL - OTH (Other)","Laboratory"
"MDSC - Medical Science","MDSC","515","(BIOL515)Cellular Mechanisms of Disease","The cellular and molecular mechanisms underlying basic human disease processes and how these can be influenced by lifestyle and environmental factors. The ways in which this knowledge can be used in the laboratory diagnosis of disease.

Prerequisite(s): Biochemistry 341 or 393; and Biology 331 or Medical Science 351.

Also known as: (Biology 515)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","517","Introduction to Biotechnology Business and Profession","An overview of the biotechnology sector from several perspectives: product development, regulatory, intellectual property, market analysis, and finance. This course will include two modules. The first is a series of lectures by faculty and local entrepreneurs to provide the necessary background for the assignments in the second module. The second module will include student-selected case studies and an analysis of a small biotechnology company.

Prerequisite(s): Medical Science 308.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-1T), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-1T ((3-1T)), RCS - RLT (Related)","Lecture, Tutorial"
"MDSC - Medical Science","MDSC","519","Advanced Bioinformatics","Designed to develop student ability to perform bioinformatics analyses of datasets and develop their knowledge of the current literature. The course will emphasize careful study of recent methodologies for chromatin immunoprecipitation followed by sequencing (ChIP-seq) dataset analysis. The course will include lectures, literature review sessions and a self-directed bioinformatics research project.

Prerequisite(s): Medical Science 301 or 401; and 3 units from Computer Science 217, 219, 231 or 233.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - FCS (Focused)","Lecture"
"MDSC - Medical Science","MDSC","521","Human Anatomy","An inquiry-based exploration of clinically significant human anatomy. The course will follow a systems-based approach, and will make use of multiple learning formats. Each week, the instructor will lead classroom and laboratory sessions that explore an anatomical system from developmental, functional, and clinical perspectives.

Prerequisite(s): Fourth-year standing in the BHSc Honours program.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-3), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-3 ((3-3)), RCS - RLT (Related)","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","523","AI Applications in Health","A focus on concepts and ideas in artificial intelligence (AI) and machine learning, including statistical approaches, visualization, and human-computer interactions. An exploration of current research in AI and machine learning with a specific focus on applications to health.

Prerequisite(s): Medical Sciences 301 or 401; and 3 units from Computer Science 217, 219, 231 or 233.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","525","Global Survey Analysis","Focusing on an important global health issue, this course provides hands-on experience analyzing and interpreting publicly available national health survey data obtained from selected low- or middle-income countries. Students will explore contextual factors of the issue in their chosen country and present the results of their investigation.

Prerequisite(s): Medical Science 407 (minimum B- grade) or Statistics 207 (minimum B- grade) or Statistics 213 (minimum B-grade) or Statistics 321.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-1T), RCS Focused, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-1T ((3-1T)), RCS - FCS (Focused)","Lecture, Tutorial"
"MDSC - Medical Science","MDSC","528","Independent Studies in Health Science","Exploration of a health science topic of interest. To include original and independent thought, practical research and the completion of written and oral reports.

Prerequisite(s): Consent of the BHSc Honours program.

Notes: After consultation with a faculty member who will supervise the chosen problem, an approval form obtained from the BHSc Office must be signed by the Associate Dean (UHSE) before a student can be registered.

MAY BE REPEATED FOR CREDIT","6","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (0-6), RCS Focused, WIL Other, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 0-6 ((0-6)), RCS - FCS (Focused), WIL - OTH (Other)","Laboratory"
"MDSC - Medical Science","MDSC","535","Psychosocial Oncology","Focuses on developing the understanding in health care practitioners of the central concepts related to caring for cancer patients and their families. 

Prerequisite(s): Consent of the instructor.

Antirequisite(s): Credit for Medical Science 535 and 635 will not be allowed.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","541","Advanced Genetics I","Principles of genetics and epigenetics and current techniques in the fields of regenerative and precision medicine will be discussed. Topics will focus on human and model organism genetics, breakthrough publications and their significance for current genetics research and applications. Students will explore significant recent discoveries and their social implications.

Prerequisite(s): Medical Science 341 or Biology 311.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-1T), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-1T ((3-1T))","Lecture, Tutorial"
"MDSC - Medical Science","MDSC","543","Advanced Cyto-Molecular Genetics","An advanced course in cyto-molecular genetics. Topics include the human genome and its complexity, chromosomal anomalies, genomic variation and mechanisms leading to disease, mitochondrial genetics, pharmacogenomics, and cyto- and molecular techniques used in the diagnosis of genetic disorders.

Prerequisite(s): Medical Science 341 or Biology 311.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","545","Genomics","Examine the strategies and techniques, including massively parallel sequencing, used in genomic and genetic studies. Review how model systems and genome editing are used to establish the functional consequences of genomic variation. Students can expect to gain a comprehensive understanding and broad appreciation of the significance of genomic information in context of rare and common human diseases, and genome biology.

Prerequisite(s): Medical Science 408 or Cellular, Molecular and Microbial Biology 413.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","561","(CMMB 561)Cancer Biology","Advances in methodology and in theoretical concepts have permitted continuing breakthroughs in our understanding of the organismal, cellular and molecular biology of cancer cells, and in the development of novel strategies for cancer prevention, diagnosis and treatment. These advances will be presented in a comprehensive overview of cancer including issues of demographics and incidence, causation and detection, origins and progression and therapeutic approaches. Emphasis will be placed on the cell and molecular biology of cancer and on the interaction of the cancer cell with the host organism.

Prerequisite(s): Admission to the BHSc Honours program; and Biochemistry 341 or 393; and Medical Science 341 or Biology 311; and Medical Science 351 or Biology 331; and Medical Science 408 or Cellular, Molecular and Microbial Biology 411.

Also known as: (Cellular, Molecular and Microbial Biology 561)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","565","(CMMB565) Advanced Topics in Microbial Pathogenesis and the Microbiome","Provides a fuller understanding of bacterial diseases using a systems approach and illustrating key paradigms via the consideration of specific pathogens. Topics include: strategies for bacteria surviving host immune responses, bacterial invasion strategies, opportunistic infections, disease Pathogenesis, and antibiotic resistance, challenges of dealing with emerging infections. Lectures, small group interactive sessions, specified readings.

Prerequisite(s): Cellular, Molecular and Microbial Biology 343 and 431.

Also known as: (Cellular, Molecular and Microbial Biology 565)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","567","(Cmmb 567)Advanced Topics in Immunology","New and emerging themes in immunology, with an emphasis on disease processes such as inflammation in the gut, kidney and lung. Topics include: innate immunity, the inflammasome, sterile inflammation, process and mechanism of immune cell recruitment in different tissues, T cell biology, B cell biology, regulatory immune cells, mucosal immunity, airways responses to virus, mechanisms of food allergies, inflammatory bowel disease. Lectures, small group interactive sessions, specified readings.

Prerequisite(s): Cellular, Molecular and Microbial Biology 527 or Medical Science 321.

Also known as: (Cellular, Molecular and Microbial Biology 567)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","569","Advanced Topics in Physiology","Designed for undergraduates with a general understanding of human physiology who wish to pursue advanced topics in a physiological system(s). The physiological system offered will vary from year-to-year and students should contact the instructor for more information prior to enrolling in the course. There will be a review and then build on basic physiological principles through a series of lectures and/or discussion groups. An examination of the specified area of physiology in-depth by introducing students to research methodologies and pathological processes.

Prerequisite(s): Medical Science 404 or Zoology 463.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -A, GFC Hours (3-1T), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - A (Fee Rate Group(Int'l) - A), GFCH - 3-1T ((3-1T))","Lecture, Tutorial"
"MDSC - Medical Science","MDSC","603","Biology of Laboratory Animals","Based on the Canadian Council of Animal Care Syllabus \""Basic Principles of Laboratory Animal Science for Research Scientists.\"" In addition to the study of common, research, farm and exotic animals, topics covered include ethical considerations, regulation and legislation, animal models, animal facilities and husbandry, hazard control, surgery, anaesthesiology, euthanasia and post-mortem examinations. Practical sessions will provide experience in handling and restraint of specific laboratory animals, injections, blood collection, anaesthesiology and surgery.

Prerequisite(s): Consent of the Faculty.

Notes: Enrolment in this course is restricted to graduate students who will do research utilizing animals.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-1), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-1 ((3-1)), RCS - RLT (Related)","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","604","Integrative Human Physiology","Physiology is the study of how living organisms function and encompasses the integration of processes from molecules to the whole-organism. Designed to provide the student with fundamental principles and concepts about the normal function of the major human organ systems. At the end of this course, the student should be well equipped to apply his/her acquired knowledge to solve complex physiological problems related to integrative human physiology.

Prerequisite(s): Consent of the Faculty.","6","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-3), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-3 ((3-3))","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","605","(Cpsc 605)Info Store Proc Bio Sys","Information Storage and Processing in Biological Systems
Examination of complex biological systems; concepts and fundamentals of biological solutions to information storage and processing: modelling and computer simulation of biological systems; information storage in biological molecules; genetic networks; hierarchical organization of biological information processing in signal transduction, development, evolution, and ecology; biological control systems.

Prerequisite(s): Consent of the Faculty.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","611","Medical Microbiology","The course materials will cover basic principles of medical microbiology and the pathogenesis of infectious disease and of clinically important microbial pathogens including bacteria, viruses, parasites and fungi. Recent concepts will be discussed, and students will be expected to present and critically evaluate research advances from the current research literature through written assignments and case presentations.

Prerequisite(s): Cellular, Molecular and Microbial Biology 343 and consent of the Faculty. 

Also known as: (formerly Medical Science 612)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","620","Topics in Systems Physiology","Designed for students undertaking research in physiology or related disciplines with only limited prior exposure to the discipline. Introduces and discusses fundamental and current issues in physiology ranging from the basic physiological systems through to translational clinical topics. Encompasses the basic physiological mechanisms with emphasis on the role of the autonomic nervous system. Subject areas will include basic physiology of the cardiovascular, respiratory, gastrointestinal, renal, endocrine and reproductive systems.

Prerequisite(s): Consent of instructor.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","621","Principles and Mechanisms of Pharmacology","Basic principles of pharmacology with a focus on pharmacodynamics, pharmacokinetics, pharmacogenomics, plus mechanisms of action and signal transduction pathways for major drug classes. Clinical applications of pharmacological principles will be explored and include consideration of sex, genetics, age, adverse drug reactions and disease.
","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","622","Neurobiology of Mental Illness","Students are exposed to up-to-date research regarding the neurobiological theories of various mental illnesses (such as depression, anxiety disorders, schizophrenia, etc.). The seminar format will involve discussion in both research and review articles. The focus of discussion will be on both preclinical research and clinical studies that shed insight into the neurobiology of mental illnesses or their treatments.

Prerequisite(s): Medical Science 619.02 and admission to a Cumming School of Medicine graduate program.

Notes: Open to Psychology graduate students and Psychiatry residents with consent of instructor.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3S-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3S-0 ((3S-0)), RCS - RLT (Related)","Seminar"
"MDSC - Medical Science","MDSC","624","Neuroanatomy","Detailed introduction to neuroanatomy using Homo sapiens as the primary experimental species but relying on other vertebrates for additional details. Detailed anatomic aspects of each major brain region, along with major connections and functions related to those regions will be presented. Laboratories will examine gross specimens, virtual microscopic images, and other anatomic images.

Prerequisite(s): Medical Science 619.02.

Also known as: (formerly Medical Science 751.42 Neuroanatomy)","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (2-2), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 2-2 ((2-2))","Laboratory, Lecture"
"MDSC - Medical Science","MDSC","628","Introduction to Computational Neuroscience","Introduces the mathematical foundations of computational neuroscience. This includes how to model and simulate neurons (Hodgkin-Huxley or conductance-based neurons, integrate-and-fire neurons, fitting neurons to data), how to connect neurons into networks (spiking neural networks, artificial neural networks, recurrent neural networks), analytical and computational simplifications to these networks (mean-field modelling), and includes a brief introduction to techniques machine learning. This course is intended for students with a quantitative background, with a particular emphasis on dynamical systems theory, ordinary differential equations, and linear algebra.

Prerequisite(s): Mathematics 213, 313, 367 and 375 or equivalent.

Also known as (formerly Medical Science 755.10) ","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"MDSC - Medical Science","MDSC","630","Principles and Applications of Light Microscopy","Targeted to students who have little formal training in optical microscopy but need a strong understanding of this subject matter for their thesis work. Students will learn: widefield fluorescence, confocal, two-photon, lightsheet, STED superresolution and up-to-date image analysis methods such as machine learning/deep learning. The course project can also be tailored to the student's own thesis work.

Prerequisite(s): Consent of the instructor.   

Anti-requisite: Credit for Medical Science 630 and Medical Graduate Education 632, 633 and 634 will not be allowed.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (0-3), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 0-3 ((0-3)), RCS - RLT (Related)","Laboratory"
"MDSC - Medical Science","MDSC","631","Muscle Physiology","Contractile processes, excitation-contraction coupling, the control of contraction and energetics in smooth, cardiac and skeletal muscle. Molecular studies of the contractile process and of the process of excitation contraction coupling.

Prerequisite(s): Consent of the Faculty.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","632","Evolution and Development","Provides an overview of evolutionary developmental biology by exploring the key concepts that link evolution and development, their history, and their arrangement into explanatory frameworks, research agendas and narratives. The course also deals with the future of this field and its relationship to neighbouring disciplines, most especially genetics and the biomedical study of disease. The format is group discussion and lectures. Background in evolutionary biology or developmental biology is required.

Prerequisite(s): Consent of the instructor.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3S-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3S-0 ((3S-0)), RCS - RLT (Related)","Seminar"
"MDSC - Medical Science","MDSC","635","Psychosocial Oncology","A seminar-based course focusing on the possible causes of psychosocial problems in cancer patients and families (medical, psychological and social) and on how patients and families are helped through the difficult transitions resulting from a cancer diagnosis, treatment, recurrent disease, and end of life care. The course is open to health professionals and researchers, and to advanced undergraduate students in relevant disciplines. 
Course Hours: 3 units; (3-0) 

Prerequisite(s): Consent of the Faculty. 

Antirequisite(s): Credit for Medical Science 635 and 535 will not be allowed. 

Notes: This course is open to health professionals and researchers, and to advanced undergraduate students in relevant disciplines.     
","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"MDSC - Medical Science","MDSC","636","Advanced Topics in Physiology","Provides a general understanding in physiological systems and will present advanced topics in specified physiological system(s) for further depth of understanding. Review and build on basic physiological principles through a series of lectures and discussion groups and will examine a specified area of physiology in-depth by introducing students to research methodology and pathological processes in the system.

Prerequisite(s): Medical Science 404 or Zoology 463.

Also known as: (Medical Science 569)

MAY BE REPEATED FOR CREDIT ","3","Yes","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (3-1T), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-1T ((3-1T)), RCS - RLT (Related)","Lecture, Tutorial"
"MDSC - Medical Science","MDSC","638","Mucosal Pathophysiology","An independent study course that focuses on the physiology and pathophysiology of the gastrointestinal tract, lung and other mucosal tissues. A particular emphasis will be placed on inflammatory processes in these tissues, and how they contribute to symptom generation and tissue dysfunction. Involves independent research on the part of the students, small group tutorials, written assignments and laboratory exercises. The course will be divided into three sections.				
Medical Science 637.01 recommended.","3","No","Fee Rate Group(Domestic) - A, Fee Rate Group(International) -B, GFC Hours (4-0), RCS Related, FRGD - A (Fee Rate Group(Domestic) - A), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 4-0 ((4-0)), RCS - RLT (Related)","Lecture"
